10.229.114.134 or-kdr-baibakova4-p1 Байбакова Н.К., д. 4
10.228.70.156 es3-kdr-rahman22-p2 Рахманинова С.В., д. 22
10.228.70.250 es4-kdr-rahman22-p2 Рахманинова С.В., д. 22
10.228.70.168 qs1-kdr-rahman22-p2 Рахманинова С.В., д. 22
10.228.72.58 es2-kdr-razved42-p1 Героев-Разведчиков, д. 42
10.228.72.110 qs1-kdr-razved42-p2 Героев-Разведчиков, д. 42
10.228.72.104 es1-kdr-kotlyarova5-p1 Котлярова Н.С., д. 5
10.228.78.16 es1-kdr-tulae13-p6 Тюляева, д. 13
10.228.67.232 d1-kdr-atarbekova22-p2 Атарбекова, д. 22
10.228.67.233 d1-kdr-atarbekova22-p6 Атарбекова, д. 22
10.228.118.23 es1-kdr-atarbekova32-p2 Атарбекова, д. 32
10.228.118.24 d1-kdr-atarbekova32-p7 Атарбекова, д. 32
10.228.118.31 d1-kdr-gertsena172-p2 Герцена, д. 172
10.228.118.30 d1-kdr-gertsena172-p5 Герцена, д. 172
10.228.118.28 d1-kdr-gertsena180-p2 Герцена, д. 180
10.228.118.29 d1-kdr-gertsena180-p5 Герцена, д. 180
10.228.70.166 qs1-kdr-esenina84-b-p2 Сергея Есенина, д. 84/к.б
10.228.70.165 qs1-kdr-kurch8-p2 Курчатова, д. 8
10.228.77.76 qs2-kdr-tulae8-p3 Тюляева, д. 8
10.228.118.32 d1-kdr-gagarina55-p2 Гагарина, д. 55
10.228.117.31 d1-kdr-1may298-a 1-го Мая, д. 298/к.А
10.228.72.192 d1-kdr-40lp133 40-летия Победы, д. 133
10.228.117.39 d1-kdr-40lp33-1-p2 40-летия Победы, д. 33/к.1
10.228.117.40 d1-kdr-40lp33-1-p5 40-летия Победы, д. 33/к.1
10.228.117.44 d1-kdr-40lp33-1-p8 40-летия Победы, д. 33/к.1
10.228.117.35 d1-kdr-40lp97-2-p2 40-летия Победы, д. 97/к.2
10.228.114.147 d1-kdr-agrohim134-p2 Агрохимическая, д. 134
10.228.114.85 d1-kdr-angar29-1-b-p2 Ангарская, д. 29/к.1б
10.228.72.166 d1-kdr-artush11-p2 Артюшкова В.Д., д. 11
10.228.72.167 d1-kdr-artush11-p3 Артюшкова В.Д., д. 11
10.228.72.161 d1-kdr-artush19-p1 Артюшкова В.Д., д. 19
10.228.72.162 d1-kdr-artush19-p2 Артюшкова В.Д., д. 19
10.228.72.163 d1-kdr-artush19-p3 Артюшкова В.Д., д. 19
10.228.72.164 d1-kdr-artush19-p4 Артюшкова В.Д., д. 19
10.228.114.116 d1-kdr-bryanskaya3-p2 Брянская, д. 3
10.228.114.114 d1-kdr-bryanskaya5-p2 Брянская, д. 5
10.228.114.112 d1-kdr-bryanskaya8-p2 Брянская, д. 8
10.228.114.113 d1-kdr-bryanskaya8-p4 Брянская, д. 8
10.228.114.38 d1-kdr-chaikov25-p1 Чайковского П.И., д. 25
10.228.117.45 d1-kdr-cherk28-p2 Черкасская, д. 28
10.228.72.181 d1-kdr-cherk43-p4 Черкасская, д. 43
10.228.114.150 d1-kdr-dunaev1-p2 Дунаевского И.И., д. 1
10.228.114.35 d1-kdr-esenina108-9-b-p2 Сергея Есенина, д. 108/к.9б
10.228.114.33 d1-kdr-esenina115-p2 Сергея Есенина, д. 115
10.228.114.98 d1-kdr-esenina82-3-p2 Сергея Есенина, д. 82/к.3
10.228.76.194 d1-kdr-gidro28-p5 Гидростроителей, д. 28
10.228.72.206 d1-kdr-karyakina29-p1 Карякина, д. 29
10.228.72.207 d1-kdr-karyakina29-p2 Карякина, д. 29
10.228.72.43 d1-kdr-karyakina31-p2 Карякина, д. 31
10.228.72.205 d1-kdr-karyakina31-p4 Карякина, д. 31
10.228.67.156 d1-kdr-kazbek9-p1 Казбекская, д. 9
10.228.67.157 d1-kdr-kazbek9-p2 Казбекская, д. 9
10.228.117.30 d1-kdr-kotlyarova22-p1 Котлярова Н.С., д. 22
10.228.114.11 d1-kdr-krim69-p3 Крымская, д. 69
10.228.114.185 d1-kdr-kurch2-p5 Курчатова, д. 2
10.228.114.121 d1-kdr-morskaya11-p2 Морская, д. 11
10.228.114.126 d1-kdr-morskaya4-p2 Морская, д. 4
10.228.114.127 d1-kdr-morskaya4-p5 Морская, д. 4
10.228.114.34 d1-kdr-peralmaz5 Алмазный, д. 5
10.228.114.86 d1-kdr-prokof9 Прокофьева С.С., д. 9
10.228.68.135 d1-kdr-prom43-p2 Промышленная, д. 43
10.228.68.136 d1-kdr-prom43-p7 Промышленная, д. 43
10.228.74.6 d1-kdr-pustovoita4-p2 Пустовойта, д. 4
10.228.74.7 d1-kdr-pustovoita4-p5 Пустовойта, д. 4
10.228.68.98 d1-kdr-putevaya66-p4 Путевая, д. 66
10.228.114.117 d1-kdr-rashpilevskaya176-p2 Рашпилевская, д. 176
10.228.114.120 d1-kdr-rashpilevskaya178-p3 Рашпилевская, д. 178
10.228.114.118 d1-kdr-rashpilevskaya178-1 Рашпилевская, д. 178/к.1
10.228.72.185 d1-kdr-razved21-1-p1 Героев-Разведчиков, д. 21/к.1
10.228.72.186 d1-kdr-razved21-1-p2 Героев-Разведчиков, д. 21/к.1
10.228.72.187 d1-kdr-razved21-1-p3 Героев-Разведчиков, д. 21/к.1
10.228.67.159 d1-kdr-repina1-p2 Репина, д. 1
10.228.68.41 d1-kdr-rileeva360-p2 Рылеева, д. 360
10.228.72.170 d1-kdr-ross128-p6 Российская, д. 128
10.228.74.29 d1-kdr-sevas2-p5 Севастопольская, д. 2
10.228.68.112 d1-kdr-sever253-p2 Северная, д. 253
10.228.73.228 d1-kdr-shkolnaya13-2-p1 Школьная, д. 13/к.2
10.228.73.116 d1-kdr-shkolnaya13-2-p3 Школьная, д. 13/к.2
10.228.73.254 d1-kdr-shkolnaya15-1-p1 Школьная, д. 15/к.1
10.228.74.4 d1-kdr-shkolnaya15-2-p1 Школьная, д. 15/к.2
10.228.74.5 d1-kdr-shkolnaya15-2-p3 Школьная, д. 15/к.2
10.228.73.252 d1-kdr-shkolnaya15-p2 Школьная, д. 15
10.228.73.253 d1-kdr-shkolnaya15-p4 Школьная, д. 15
10.228.77.136 d1-kdr-simfe18-p11 Симферопольская, д. 18
10.228.114.107 d1-kdr-slav54-p2 Славянская, д. 54
10.228.114.108 d1-kdr-slav54-p3 Славянская, д. 54
10.228.78.5 d1-kdr-sormo175-p1 Сормовская, д. 175
10.228.77.172 d1-kdr-sormo189-p10 Сормовская, д. 189
10.228.77.166 d1-kdr-sormo193-p2 Сормовская, д. 193
10.228.74.35 d1-kdr-stavr157-1-p5 Ставропольская, д. 157/к.1
10.228.73.229 d1-kdr-stavr183-1-p5 Ставропольская, д. 183/к.1
10.228.77.253 d1-kdr-tulae29-p7 Тюляева, д. 29
10.228.77.100 d1-kdr-tulae6-1-p1 Тюляева, д. 6/к.1
10.228.78.51 d2-kdr-tulae6-1-p1 Тюляева, д. 6/к.1
10.228.78.52 d1-kdr-urals111-1-p1 Уральская, д. 111/к.1
10.228.72.193 d2-kdr-40lp133 40-летия Победы, д. 133
10.228.117.33 d2-kdr-40lp67-p2 40-летия Победы, д. 67
10.228.114.104 d2-kdr-esenina82-3-p2 Сергея Есенина, д. 82/к.3
10.228.114.103 d2-kdr-prokof29-p2 Прокофьева С.С., д. 29
10.228.114.119 d2-kdr-rashpilevskaya178-1 Рашпилевская, д. 178/к.1
10.228.77.137 d2-kdr-simfe18-p11 Симферопольская, д. 18
10.228.77.146 d2-kdr-simfe4-1-p8 Симферопольская, д. 4 КОРП.1
10.228.77.171 d2-kdr-sormo189-p10 Сормовская, д. 189
10.228.77.167 d2-kdr-sormo193-p2 Сормовская, д. 193
10.228.77.105 d2-kdr-tulae12-p3 Тюляева, д. 12
10.228.78.34 d2-kdr-tulae35-p2 Тюляева, д. 35
10.228.67.162 d2-kdr-turgeneva124-p5 Тургенева, д. 124
10.228.75.40 d3-kdr-stavr264 Ставропольская, д. 264
10.228.72.114 es1-kdr-1may186-p2 1-го Мая, д. 186
10.228.72.115 es1-kdr-1may186-p3 1-го Мая, д. 186
10.228.65.79 es1-kdr-40lp101-p4 40-летия Победы, д. 101
10.228.72.75 es1-kdr-40lp111 40-летия Победы, д. 111
10.228.72.196 es1-kdr-40lp123-p1 40-летия Победы, д. 123
10.228.72.197 es1-kdr-40lp123-p2 40-летия Победы, д. 123
10.228.72.198 es1-kdr-40lp123-p3 40-летия Победы, д. 123
10.228.72.149 es1-kdr-40lp127 40-летия Победы, д. 127
10.228.72.151 es1-kdr-40lp129 40-летия Победы, д. 129
10.228.72.153 es1-kdr-40lp131 40-летия Победы, д. 131
10.228.71.201 es1-kdr-40lp144-4-p2 40-летия Победы, д. 144/к.4
10.228.70.128 es1-kdr-9tih11-p1 9-я Тихая, д. 11
10.228.70.185 es1-kdr-9tih11-p2 9-я Тихая, д. 11
10.228.70.129 es1-kdr-9tih11-p3 9-я Тихая, д. 11
10.228.70.186 es1-kdr-9tih15-p1 9-я Тихая, д. 15
10.228.70.123 es1-kdr-9tih15-p2 9-я Тихая, д. 15
10.228.70.183 es1-kdr-9tih15-p3 9-я Тихая, д. 15
10.228.70.143 es1-kdr-9tih17-p1 9-я Тихая, д. 17
10.228.70.141 es1-kdr-9tih19-p1 9-я Тихая, д. 19
10.228.70.142 es1-kdr-9tih19-p2 9-я Тихая, д. 19
10.228.70.145 es1-kdr-9tih21-p1 9-я Тихая, д. 21
10.228.70.146 es1-kdr-9tih21-p2 9-я Тихая, д. 21
10.228.70.134 es1-kdr-9tih23-p1 9-я Тихая, д. 23
10.228.70.140 es1-kdr-9tih23-p2 9-я Тихая, д. 23
10.228.70.182 es1-kdr-9tih25-p1 9-я Тихая, д. 25
10.228.70.187 es1-kdr-9tih25-p2 9-я Тихая, д. 25
10.228.70.94 es1-kdr-9tih5-p1 9-я Тихая, д. 5
10.228.70.95 es1-kdr-9tih5-p2 9-я Тихая, д. 5
10.228.70.96 es1-kdr-9tih5-p3 9-я Тихая, д. 5
10.228.70.178 es1-kdr-9tih7-p1 9-я Тихая, д. 7
10.228.70.179 es1-kdr-9tih7-p3 9-я Тихая, д. 7
10.228.70.177 es1-kdr-9tih7-p2 9-я Тихая, д. 7
10.228.70.180 es1-kdr-9tih9-p1 9-я Тихая, д. 9
10.228.70.184 es1-kdr-9tih9-p2 9-я Тихая, д. 9
10.228.70.181 es1-kdr-9tih9-p3 9-я Тихая, д. 9
10.228.70.89 es1-kdr-agrohim103-p2 Агрохимическая, д. 103
10.228.70.246 es1-kdr-agrohim117 Агрохимическая, д. 117
10.228.114.20 es1-kdr-agrohim128 Агрохимическая, д. 128
10.228.70.245 es1-kdr-agrohim93-p2 Агрохимическая, д. 93
10.228.70.247 es1-kdr-angar1-9-p1 Ангарская, д. 1/к.9
10.228.114.22 es1-kdr-angar2-3-p2 Ангарская, д. 2/к.3
10.228.72.66 es1-kdr-artush21-p1 Артюшкова В.Д., д. 21
10.228.72.67 es1-kdr-artush21-p2 Артюшкова В.Д., д. 21
10.228.72.68 es1-kdr-artush21-p3 Артюшкова В.Д., д. 21
10.228.72.69 es1-kdr-artush21-p4 Артюшкова В.Д., д. 21
10.228.72.50 es1-kdr-averkieva1-p1 Аверкиева А.А., д. 1
10.228.72.51 es1-kdr-averkieva1-p3 Аверкиева А.А., д. 1
10.228.72.52 es1-kdr-averkieva1-p5 Аверкиева А.А., д. 1
10.228.72.53 es1-kdr-averkieva1-p7 Аверкиева А.А., д. 1
10.228.72.133 es1-kdr-averkieva24-p1 Аверкиева А.А., д. 24
10.228.72.134 es1-kdr-averkieva24-p2 Аверкиева А.А., д. 24
10.228.72.135 es1-kdr-averkieva24-p3 Аверкиева А.А., д. 24
10.228.67.230 d1-kdr-atarbekova-24-p2 Атарбекова, д. 24
10.228.65.170 d1-kdr-kolhoz67-p2 Колхозная, д. 67
10.228.72.210 es1-kdr-zip24-p1 Зиповская, д. 24
10.228.72.122 qs3-kdr-vkrug46-b-p1 Восточно-Кругликовская, д. 46/к.Б
10.228.72.123 qs3-kdr-vkrug46-b-p2 Восточно-Кругликовская, д. 46/к.Б
10.228.117.59 d1-kdr-mosk60-p1 Московская, д. 60
10.228.117.63 d1-kdr-mosk60-p6 Московская, д. 60
10.228.117.61 d1-kdr-mosk62-p3 Московская, д. 62
10.228.117.62 d1-kdr-mosk62-p6 Московская, д. 62
10.228.67.206 qs1-kdr-turgeneva143-p2 Тургенева, д. 143
10.228.67.204 qs1-kdr-turgeneva135-p2 Тургенева, д. 135
10.228.73.109 qs1-kdr-stavr226-1-p2 Ставропольская, д. 226/к.1
10.228.71.205 d1-kdr-vkrug46-6-p1 Восточно-Кругликовская, д. 46/к.6
10.228.72.57 es1-kdr-vkrug46-6-p1 Восточно-Кругликовская, д. 46/к.6
10.228.72.80 es1-kdr-vkrug46-6-p2 Восточно-Кругликовская, д. 46/к.6
10.228.71.149 qs1-kdr-vkrug46-6-p1 Восточно-Кругликовская, д. 46/к.6
10.228.71.152 qs1-kdr-vkrug46-6-p2 Восточно-Кругликовская, д. 46/к.6
10.228.75.35 es1-kdr-ugoln12-p1 Угольный, д. 12
10.228.67.166 es1-kdr-turgeneva141-p2 Тургенева, д. 141
10.228.67.6 es1-kdr-stroit7-p1 Строителей, д. 7
10.228.75.12 es1-kdr-stavr96-p2 Ставропольская, д. 96
10.228.75.29 es1-kdr-stavr96-p3 Ставропольская, д. 96
10.228.73.127 qs1-kdr-stavr174-p3 Ставропольская, д. 174
10.228.73.126 qs2-kdr-stavr174-p2 Ставропольская, д. 174
10.228.70.217 es2-kdr-peralmaz5 Алмазный, д. 5
10.228.70.226 qs1-kdr-prangar8-p2 Ангарский, д. 8
10.228.67.153 es2-kdr-repina1-p1 Репина, д. 1
10.228.67.189 es1-kdr-repina22-p1 Репина, д. 22
10.228.67.190 es1-kdr-repina22-p2 Репина, д. 22
10.228.67.191 es1-kdr-repina22-p3 Репина, д. 22
10.228.67.192 es1-kdr-repina22-p4 Репина, д. 22
10.228.67.193 es1-kdr-repina22-p5 Репина, д. 22
10.228.67.194 es1-kdr-repina22-p6 Репина, д. 22
10.228.67.195 es1-kdr-repina22-p7 Репина, д. 22
10.228.67.44 qs1-kdr-repina22-p2 Репина, д. 22
10.228.67.43 qs1-kdr-repina22-p3 Репина, д. 22
10.228.67.38 qs1-kdr-repina40-p5 Репина, д. 40
10.228.67.32 qs1-kdr-repina42-p5 Репина, д. 42
10.228.64.224 qs1-kdr-azovskaya5-p3 Азовская, д. 5
10.228.114.165 qs1-kdr-angar29-1-b-p2 Ангарская, д. 29/к.1б
10.228.72.55 qs3-kdr-armavirskaya60-p4 Армавирская, д. 60
10.228.67.196 es1-kdr-ishunina2-p2 Архитектора Ишунина, д. 2
10.228.68.4 qs1-kdr-borodina22-p1 Бородина, д. 22
10.228.117.137 es1-kdr-vkrug51-p2 Восточно-Кругликовская, д. 51
10.228.71.252 qs1-kdr-vkrug77-p1 Восточно-Кругликовская, д. 77
10.228.72.85 es1-kdr-vkrug90-p1 Восточно-Кругликовская, д. 90
10.228.72.97 qs1-kdr-razved36-p1 Героев-Разведчиков, д. 36
10.228.65.4 es1-kdr-razved40-p1 Героев-Разведчиков, д. 40
10.228.65.201 qs1-kdr-averkieva1-p6 Аверкиева А.А., д. 1
10.228.65.203 qs1-kdr-averkieva1-p8 Аверкиева А.А., д. 1
10.228.72.106 qs2-kdr-averkieva10-p4 Аверкиева А.А., д. 10
10.228.68.29 es1-kdr-prom94-p2 Промышленная, д. 94
10.228.68.30 es1-kdr-prom94-p3 Промышленная, д. 94
10.228.73.85 es1-kdr-rozhdest31-p5 Рождественская Набережная, д. 31
10.228.68.17 es1-kdr-rozhdest51-p5 Рождественская Набережная, д. 51
10.228.68.18 es1-kdr-rozhdest51-p6 Рождественская Набережная, д. 51
10.228.68.19 es1-kdr-rozhdest51-p7 Рождественская Набережная, д. 51
10.228.68.20 es1-kdr-rozhdest51-p8 Рождественская Набережная, д. 51
10.228.77.139 es1-kdr-simfe2-2-p2 Симферопольская, д. 2/к.2
10.228.77.143 qs1-kdr-simfe2-2-p2 Симферопольская, д. 2/к.2
10.228.77.144 qs2-kdr-simfe2-2-p2 Симферопольская, д. 2/к.2
10.228.78.42 es1-kdr-simfe4-1-p8 Симферопольская, д. 4 КОРП.1
10.228.70.231 es1-kdr-slav50-p2 Славянская, д. 50
10.228.70.230 es1-kdr-slav79-a-p3 Славянская, д. 79/к.А
10.228.70.232 qs1-kdr-slav85-p3 Славянская, д. 85
10.228.78.6 qs1-kdr-sormo175-p1 Сормовская, д. 175
10.228.78.7 qs2-kdr-sormo175-p1 Сормовская, д. 175
10.228.64.159 qs3-kdr-soch23-p2 Сочинская, д. 23
10.228.75.45 es2-kdr-stavr260-p1 Ставропольская, д. 260
10.228.73.170 qs1-kdr-staro103-p5 Старокубанская, д. 103
10.228.70.20 es2-kdr-suzdal15 Суздальская, д. 15
10.228.70.249 es1-kdr-suzdal18 Суздальская, д. 18
10.228.64.154 qs2-kdr-temr62-p2 Темрюкская, д. 62
10.228.64.151 es1-kdr-temr65-p3 Темрюкская, д. 65
10.228.79.9 es1-kdr-trudo12-p3 Трудовой Славы, д. 12
10.228.76.123 es1-kdr-trudo18-p2 Трудовой Славы, д. 18
10.228.79.18 qs1-kdr-trudo38-p3 Трудовой Славы, д. 38
10.228.77.209 qs1-kdr-urals204-p5 Уральская, д. 204
10.228.70.98 es1-kdr-chaikov25-p2 Чайковского П.И., д. 25
10.228.70.99 es1-kdr-chaikov25-p4 Чайковского П.И., д. 25
10.228.71.198 d2-kdr-cherk43-p4 Черкасская, д. 43
10.228.71.200 qs1-kdr-cherk43-p6 Черкасская, д. 43
10.228.72.204 es1-kdr-cherk49-p2 Черкасская, д. 49
10.228.64.158 qs2-kdr-soch23-p2 Сочинская, д. 23
10.228.114.164 es1-kdr-temr74-p5 Темрюкская, д. 74
10.228.72.48 es2-kdr-baibakova14-p3 Байбакова Н.К., д. 14
10.228.64.69 es1-kdr-prokof12-b-p1 Прокофьева С.С., д. 12/к.б
10.228.72.78 es1-kdr-kotlyarova1-p5 Котлярова Н.С., д. 1
10.228.76.116 es1-kdr-parus20-3-p5 Парусная, д. 20/к.3
10.228.67.152 es2-kdr-repina1-p3 Репина, д. 1
10.228.67.33 qs1-kdr-repina42-p6 Репина, д. 42
10.228.65.202 qs2-kdr-averkieva1-p6 Аверкиева А.А., д. 1
10.228.73.122 qs2-kdr-stavr170-p3 Ставропольская, д. 170
10.228.72.150 es2-kdr-40lp127 40-летия Победы, д. 127
10.228.72.84 es1-kdr-baibakova6-p2 Байбакова Н.К., д. 6
10.228.77.115 qs1-kdr-tulae4-1-p5 Тюляева, д. 4/к.1
10.228.65.240 qs1-kdr-ippodrom53-p8 Ипподромная, д. 53
10.228.65.192 qs1-kdr-averkieva16-p1 Аверкиева А.А., д. 16
10.228.65.87 qs1-kdr-40lp101-p1 40-летия Победы, д. 101
10.228.65.86 qs1-kdr-40lp101-p2 40-летия Победы, д. 101
10.228.72.143 es3-kdr-40lp125 40-летия Победы, д. 125
10.228.72.144 es4-kdr-40lp125 40-летия Победы, д. 125
10.228.72.152 es2-kdr-40lp129 40-летия Победы, д. 129
10.228.72.154 es2-kdr-40lp131 40-летия Победы, д. 131
10.228.72.226 qs1-kdr-40lp144-4-p1 40-летия Победы, д. 144/к.4
10.228.65.123 qs1-kdr-40lp97-2-p3 40-летия Победы, д. 97/к.2
10.228.72.32 es2-kdr-baibakova12-p1 Байбакова Н.К., д. 12
10.228.72.46 es2-kdr-baibakova14-p1 Байбакова Н.К., д. 14
10.228.72.47 es2-kdr-baibakova14-p2 Байбакова Н.К., д. 14
10.228.72.49 es2-kdr-baibakova14-p4 Байбакова Н.К., д. 14
10.228.76.54 qs1-kdr-blago38-p4 Дмитрия Благоева, д. 38
10.228.73.181 qs2-kdr-kalinina13-42-p2 Калинина, д. 13/к.42
10.228.66.46 es2-kdr-kalinina350-6-p1 Калинина, д. 350/к.6
10.228.66.45 es2-kdr-kalinina350-6-p2 Калинина, д. 350/к.6
10.228.73.231 es2-kdr-ordjonik54-p2 Орджоникидзе, д. 54
10.228.70.70 es1-kdr-esenina108-9-b-p2 Сергея Есенина, д. 108/к.9б
10.228.77.107 qs1-kdr-tulae4-1-p3 Тюляева, д. 4/к.1
10.228.77.113 qs1-kdr-tulae4-1-p4 Тюляева, д. 4/к.1
10.228.77.117 qs1-kdr-tulae4-1-p6 Тюляева, д. 4/к.1
10.228.77.108 qs2-kdr-tulae4-1-p3 Тюляева, д. 4/к.1
10.228.77.114 qs2-kdr-tulae4-1-p4 Тюляева, д. 4/к.1
10.228.77.118 qs2-kdr-tulae4-1-p6 Тюляева, д. 4/к.1
10.228.67.155 es2-kdr-kazbek9-p1 Казбекская, д. 9
10.228.67.154 es2-kdr-kazbek9-p2 Казбекская, д. 9
10.228.72.140 es1-kdr-karyakina22-p1 Карякина, д. 22
10.228.66.48 es2-kdr-kozhev42 Кожевенная, д. 42
10.228.70.112 es1-kdr-kozhev60 Кожевенная, д. 60
10.228.72.76 es1-kdr-kotlyarova1-p1 Котлярова Н.С., д. 1
10.228.72.77 es1-kdr-kotlyarova1-p3 Котлярова Н.С., д. 1
10.228.72.246 es1-kdr-kotlyarova13-p3 Котлярова Н.С., д. 13
10.228.71.245 es1-kdr-kotlyarova22-p2 Котлярова Н.С., д. 22
10.228.72.8 qs2-kdr-kotlyarova22-p1 Котлярова Н.С., д. 22
10.228.72.79 es1-kdr-kotlyarova7-p1 Котлярова Н.С., д. 7
10.228.70.163 qs2-kdr-krasnpar157-p7 Красных Партизан, д. 157
10.228.114.149 es3-kdr-mosk124-1-p2 Московская, д. 124/к.1
10.228.70.252 es3-kdr-mosk124-p2 Московская, д. 124
10.228.72.54 es1-kdr-mosk2-1-p3 Московская, д. 2/к.1
10.228.67.150 es1-kdr-chernob8-p2 Памяти Чернобыльцев, д. 8
