10.229.114.134 or-kdr-baibakova4-p1 Байбакова Н.К., д. 4
10.229.119.159 or1-kdr-kruzhev7-p1 Кружевная, д. 7
10.229.120.183 or1-kdr-komandorskaya5-1-p1 Командорская, д. 5/к.1
10.229.120.197 or1-kdr-komandorskaya1-2-p3 Командорская, д. 1/к.2
10.229.120.196 or1-kdr-komandorskaya1-2-p1 Командорская, д. 1/к.2
10.229.120.207 or1-kdr-komandorskaya5-3-p1 Командорская, д. 5/к.3
10.229.120.184 or1-kdr-komandorskaya5-1-p2 Командорская, д. 5/к.1
10.229.119.171 or1-kdr-kruzhev14-p2 Кружевная, д. 14
10.229.120.208 or1-kdr-komandorskaya5-3-p2 Командорская, д. 5/к.3
10.229.119.160 or1-kdr-kruzhev7-p2 Кружевная, д. 7
10.229.119.172 or1-kdr-kruzhev14-p3 Кружевная, д. 14
10.229.119.174 or1-kdr-kruzhev16-p1 Кружевная, д. 16
10.229.119.173 or1-kdr-kruzhev16-p3 Кружевная, д. 16
10.229.119.175 or1-kdr-kruzhev16-p2 Кружевная, д. 16
10.229.119.161 or1-kdr-kruzhev7-p3 Кружевная, д. 7
10.229.68.4 or2-kdr-dalnjaja8-2-p1 Дальняя, д. 8/к.2
10.229.68.5 or1-kdr-dalnjaja8-2-p2 Дальняя, д. 8/к.2
10.229.116.114 or1-kdr-dalnjaja8-2-p1 Дальняя, д. 8/к.2
10.228.107.10 or1-kdr-klub11-p1 Клубная, д. 11
10.229.120.253 or2-kdr-yatskova1-10-p3 Яцкова И.В., д. 1/10
10.229.120.250 or1-kdr-yatskova1-10-p2 Яцкова И.В., д. 1/10
10.229.119.186 or2-kdr-avtolub1-3-1-p2 Автолюбителей, д. 1/3/к.1
10.229.120.254 or3-kdr-yatskova1-10-p3 Яцкова И.В., д. 1/10
10.229.119.183 or1-kdr-avtolub1-3-1-p1 Автолюбителей, д. 1/3/к.1
10.229.120.249 or2-kdr-yatskova1-10-p1 Яцкова И.В., д. 1/10
10.229.119.181 or1-kdr-avtolub1-7-1-p2 Автолюбителей, д. 1/7/к.1
10.229.119.179 or1-kdr-avtolub1-7-1-p1 Автолюбителей, д. 1/7/к.1
10.229.119.185 or1-kdr-avtolub1-3-1-p2 Автолюбителей, д. 1/3/к.1
10.229.119.184 or2-kdr-avtolub1-3-1-p1 Автолюбителей, д. 1/3/к.1
10.229.120.252 or1-kdr-yatskova1-10-p3 Яцкова И.В., д. 1/10
10.229.120.251 or2-kdr-yatskova1-10-p2 Яцкова И.В., д. 1/10
10.229.120.248 or1-kdr-yatskova1-10-p1 Яцкова И.В., д. 1/10
10.229.119.180 or2-kdr-avtolub1-7-1-p1 Автолюбителей, д. 1/7/к.1
10.229.119.182 or2-kdr-avtolub1-7-1-p2 Автолюбителей, д. 1/7/к.1
10.229.120.209 or1-kdr-komandorskaya5-2-p2 Командорская, д. 5/к.2
10.229.120.210 or1-kdr-komandorskaya5-2-p4 Командорская, д. 5/к.2
10.229.119.169 or1-kdr-artezian4-p2 Артезианская, д. 4
10.229.119.168 or1-kdr-artezian4-p1 Артезианская, д. 4
10.229.119.166 or1-kdr-artezian8-p1 Артезианская, д. 8
10.229.119.167 or2-kdr-artezian8-p1 Артезианская, д. 8
10.229.67.5 or1-kdr-dombai59-p1 Домбайская, д. 59
10.229.67.6 or1-kdr-dombai59-p2 Домбайская, д. 59
10.229.67.7 or1-kdr-dombai59-p3 Домбайская, д. 59
10.229.119.194 or2-kdr-avtolub1-7-2-p2 Автолюбителей, д. 1/7/к.2
10.229.119.188 or2-kdr-avtolub1-3-2-p1 Автолюбителей, д. 1/3/к.2
10.229.119.193 or1-kdr-avtolub1-7-2-p2 Автолюбителей, д. 1/7/к.2
10.229.119.187 or1-kdr-avtolub1-3-2-p1 Автолюбителей, д. 1/3/к.2
10.229.119.190 or2-kdr-avtolub1-3-2-p2 Автолюбителей, д. 1/3/к.2
10.229.119.192 or2-kdr-avtolub1-7-2-p1 Автолюбителей, д. 1/7/к.2
10.229.119.191 or1-kdr-avtolub1-7-2-p1 Автолюбителей, д. 1/7/к.2
10.229.119.189 or1-kdr-avtolub1-3-2-p2 Автолюбителей, д. 1/3/к.2
10.229.124.173 or2-kdr-korenov2-4-p4 Кореновская, д. 2/к.4
10.229.124.167 or2-kdr-korenov2-4-p1 Кореновская, д. 2/к.4
10.229.124.170 or1-kdr-korenov2-4-p3 Кореновская, д. 2/к.4
10.229.124.169 or2-kdr-korenov2-4-p2 Кореновская, д. 2/к.4
10.229.124.172 or1-kdr-korenov2-4-p4 Кореновская, д. 2/к.4
10.229.124.166 or1-kdr-korenov2-4-p1 Кореновская, д. 2/к.4
10.229.124.171 or2-kdr-korenov2-4-p3 Кореновская, д. 2/к.4
10.229.124.168 or1-kdr-korenov2-4-p2 Кореновская, д. 2/к.4
10.229.68.7 or1-kdr-neftyanikov18-7-p1 Шоссе Нефтяников, д. 18/к.7
10.229.68.8 or2-kdr-neftyanikov18-7-p1 Шоссе Нефтяников, д. 18/к.7
10.229.119.200 or1-kdr-znamenskogo20-p2 Знаменского, д. 20
10.229.119.196 or1-kdr-znamenskogo16-p2 Знаменского, д. 16
10.229.119.199 or2-kdr-znamenskogo20-p1 Знаменского, д. 20
10.229.119.195 or1-kdr-znamenskogo16-p1 Знаменского, д. 16
10.229.119.198 or1-kdr-znamenskogo20-p1 Знаменского, д. 20
10.229.119.201 or2-kdr-znamenskogo20-p2 Знаменского, д. 20
10.229.119.197 or1-kdr-znamenskogo16-p3 Знаменского, д. 16
10.229.119.203 or2-kdr-znamenskogo20-p3 Знаменского, д. 20
10.229.119.205 or1-kdr-znamenskogo22-p2 Знаменского, д. 22
10.229.119.204 or1-kdr-znamenskogo22-p1 Знаменского, д. 22
10.229.119.202 or1-kdr-znamenskogo20-p3 Знаменского, д. 20
10.228.107.20 or1-kdr-vojskovaya4-5-p1 Войсковая, д. 4/к.5
10.228.107.21 or1-kdr-vojskovaya4-5-p2 Войсковая, д. 4/к.5
10.228.107.12 or1-kdr-vojskovaya4-4-p1 Войсковая, д. 4/к.4
10.228.107.14 or1-kdr-vojskovaya4-4-p2 Войсковая, д. 4/к.4
10.229.68.11 or1-kdr-kazbek16-p3 Казбекская, д. 16
10.229.68.10 or1-kdr-kazbek16-p2 Казбекская, д. 16
10.229.68.12 or1-kdr-kazbek16-p4 Казбекская, д. 16
10.229.68.9 or1-kdr-kazbek16-p1 Казбекская, д. 16
10.229.120.192 or1-kdr-komandorskaya3-2-p4 Командорская, д. 3/к.к2
10.229.120.193 or2-kdr-komandorskaya3-2-p4 Командорская, д. 3/к.к2
10.229.120.186 or1-kdr-komandorskaya3-2-p1 Командорская, д. 3/к.к2
10.229.120.187 or2-kdr-komandorskaya3-2-p1 Командорская, д. 3/к.к2
10.229.120.190 or1-kdr-komandorskaya3-2-p3 Командорская, д. 3/к.к2
10.229.120.191 or2-kdr-komandorskaya3-2-p3 Командорская, д. 3/к.к2
10.229.120.189 or2-kdr-komandorskaya3-2-p2 Командорская, д. 3/к.к2
10.229.120.188 or1-kdr-komandorskaya3-2-p2 Командорская, д. 3/к.к2
10.229.120.203 or1-kdr-komandorskaya3-1-p3 Командорская, д. 3/к.к1
10.229.120.200 or2-kdr-komandorskaya3-1-p1 Командорская, д. 3/к.к1
10.229.120.204 or2-kdr-komandorskaya3-1-p3 Командорская, д. 3/к.к1
10.229.120.199 or1-kdr-komandorskaya3-1-p1 Командорская, д. 3/к.к1
10.229.120.202 or2-kdr-komandorskaya3-1-p2 Командорская, д. 3/к.к1
10.229.120.201 or1-kdr-komandorskaya3-1-p2 Командорская, д. 3/к.к1
10.229.120.205 or1-kdr-komandorskaya3-1-p4 Командорская, д. 3/к.к1
10.229.120.206 or2-kdr-komandorskaya3-1-p4 Командорская, д. 3/к.к1
10.229.112.244 or1-kdr-vkrug42-3-1-p1 Восточно-Кругликовская, д. 42/3/к.1
10.229.112.247 or2-kdr-vkrug42-3-2-p5 Восточно-Кругликовская, д. 42/3/к.2
10.229.69.7 or2-kdr-vkrug42-3-1-p3 Восточно-Кругликовская, д. 42/3/к.1
10.229.112.250 or2-kdr-vkrug42-3-1-p1 Восточно-Кругликовская, д. 42/3/к.1
10.229.69.4 or1-kdr-vkrug42-3-1-p2 Восточно-Кругликовская, д. 42/3/к.1
10.229.69.12 or1-kdr-vkrug42-3-2-p1 Восточно-Кругликовская, д. 42/3/к.2
10.229.69.16 or1-kdr-vkrug42-3-1-p4 Восточно-Кругликовская, д. 42/3/к.1
10.229.69.5 or2-kdr-vkrug42-3-1-p2 Восточно-Кругликовская, д. 42/3/к.1
10.229.69.17 or2-kdr-vkrug42-3-1-p4 Восточно-Кругликовская, д. 42/3/к.1
10.229.69.11 or2-kdr-vkrug42-3-2-p2 Восточно-Кругликовская, д. 42/3/к.2
10.229.69.13 or2-kdr-vkrug42-3-2-p1 Восточно-Кругликовская, д. 42/3/к.2
10.229.112.248 or2-kdr-vkrug42-3-2-p3 Восточно-Кругликовская, д. 42/3/к.2
10.229.112.245 or1-kdr-vkrug42-3-2-p3 Восточно-Кругликовская, д. 42/3/к.2
10.229.69.6 or1-kdr-vkrug42-3-1-p3 Восточно-Кругликовская, д. 42/3/к.1
10.229.69.10 or1-kdr-vkrug42-3-2-p2 Восточно-Кругликовская, д. 42/3/к.2
10.229.69.8 or1-kdr-vkrug42-3-2-p4 Восточно-Кругликовская, д. 42/3/к.2
10.229.69.14 or1-kdr-vkrug42-3-1-p5 Восточно-Кругликовская, д. 42/3/к.1
10.229.69.9 or2-kdr-vkrug42-3-2-p4 Восточно-Кругликовская, д. 42/3/к.2
10.229.112.246 or1-kdr-vkrug42-3-2-p5 Восточно-Кругликовская, д. 42/3/к.2
10.229.69.15 or2-kdr-vkrug42-3-1-p5 Восточно-Кругликовская, д. 42/3/к.1
10.229.119.232 or1-kdr-kubanskaya58-p2.kdr         Кубанская, д. 58
10.229.119.226 or1-kdr-stavr336-6-p2.kdr  Ставропольская, д. 336/к.6
10.229.119.231 or1-kdr-kubanskaya58-p1.kdr         Кубанская, д. 58
10.229.119.225 or1-kdr-stavr336-6-p1.kdr  Ставропольская, д. 336/к.6
10.229.119.227 or1-kdr-stavr336-6-p3.kdr  Ставропольская, д. 336/к.6
10.229.119.228 or1-kdr-stavr336-6-p4.kdr  Ставропольская, д. 336/к.6
10.229.120.239 or1-kdr-komandorskaya9-2-p2 Командорская, д. 9/к.2
10.229.120.240 or2-kdr-komandorskaya9-2-p2 Командорская, д. 9/к.2
10.229.120.237 or1-kdr-komandorskaya9-2-p1 Командорская, д. 9/к.2
10.229.120.242 or2-kdr-komandorskaya9-2-p3 Командорская, д. 9/к.2
10.229.120.238 or2-kdr-komandorskaya9-2-p1 Командорская, д. 9/к.2
10.229.120.241 or1-kdr-komandorskaya9-2-p3 Командорская, д. 9/к.2
10.229.119.241 or1-kdr-stavr207-1-p2 Ставропольская, д. 207/к.1
10.229.119.229 or1-kdr-znamenskogo9-3-p1 Знаменского, д. 9/к.3
10.229.119.234 or1-kdr-znamenskogo9-3-p2 Знаменского, д. 9/к.3
10.229.119.206 or1-kdr-znamenskogo24-p1 Знаменского, д. 24
10.229.119.235 or2-kdr-znamenskogo9-3-p2 Знаменского, д. 9/к.3
10.229.119.230 or2-kdr-znamenskogo9-3-p1 Знаменского, д. 9/к.3
10.229.119.242 or1-kdr-stavr207-1-p3 Ставропольская, д. 207/к.1
10.229.119.207 or1-kdr-znamenskogo24-p2 Знаменского, д. 24
10.229.119.240 or1-kdr-stavr207-1-p1 Ставропольская, д. 207/к.1
10.229.119.208 or1-kdr-znamenskogo24-p3 Знаменского, д. 24
10.229.67.9 or1-kdr-dombai57-p1 Домбайская, д. 57
10.229.67.10 or2-kdr-dombai57-p1 Домбайская, д. 57
10.229.67.15 or1-kdr-bosporskaya2-p5 Боспорская, д. 2
10.229.67.11 or1-kdr-bosporskaya2-p1 Боспорская, д. 2
10.229.67.12 or1-kdr-bosporskaya2-p2 Боспорская, д. 2
10.229.67.13 or1-kdr-bosporskaya2-p3 Боспорская, д. 2
10.229.67.14 or1-kdr-bosporskaya2-p4 Боспорская, д. 2
10.229.119.247 or1-kdr-znamenskogo17-p2 Знаменского, д. 17
10.229.119.237 or2-kdr-artezian2-p1 Артезианская, д. 2
10.229.119.245 or1-kdr-znamenskogo15-p3 Знаменского, д. 15
10.229.119.246 or1-kdr-znamenskogo17-p1 Знаменского, д. 17
10.229.119.239 or2-kdr-artezian2-p2 Артезианская, д. 2
10.229.119.238 or1-kdr-artezian2-p2 Артезианская, д. 2
10.229.119.251 or1-kdr-snesareva18-1-p3 Снесарева, д. 18/к.1
10.229.119.250 or1-kdr-snesareva18-1-p2 Снесарева, д. 18/к.1
10.229.119.248 or1-kdr-znamenskogo17-p3 Знаменского, д. 17
10.229.119.244 or1-kdr-znamenskogo15-p2 Знаменского, д. 15
10.229.119.249 or1-kdr-snesareva18-1-p1 Снесарева, д. 18/к.1
10.229.119.236 or1-kdr-artezian2-p1 Артезианская, д. 2
10.229.119.243 or1-kdr-znamenskogo15-p1 Знаменского, д. 15
10.229.67.18 or1-kdr-shevelyova3-1-p3 Николая Шевелёва, д. 3/к.1
10.229.67.16 or1-kdr-shevelyova3-1-p1 Николая Шевелёва, д. 3/к.1
10.229.67.17 or1-kdr-shevelyova3-1-p2 Николая Шевелёва, д. 3/к.1
10.229.119.254 or1-kdr-avtolub52-5-p3 Автолюбителей, д. 52/к.5
10.229.119.253 or1-kdr-avtolub52-5-p2 Автолюбителей, д. 52/к.5
10.229.119.252 or1-kdr-avtolub52-5-p1 Автолюбителей, д. 52/к.5
10.229.70.4 or1-kdr-avtolub52-5-p4 Автолюбителей, д. 52/к.5
10.228.107.15 or2-kdr-kunikova35-p1 Цезаря Куникова, д. 35
10.228.107.23 or2-kdr-kunikova35-p2 Цезаря Куникова, д. 35
10.228.107.24 or1-kdr-kunikova35-p3 Цезаря Куникова, д. 35
10.229.70.9 or1-kdr-znamenskogo31-1-p5 Знаменского, д. 31/к.1
10.229.67.19 or1-kdr-bosporskaya4-p1 Боспорская, д. 4
10.228.107.22 or1-kdr-kunikova35-p2 Цезаря Куникова, д. 35
10.229.67.20 or1-kdr-bosporskaya4-p2 Боспорская, д. 4
10.228.107.13 or1-kdr-kunikova35-p1 Цезаря Куникова, д. 35
10.229.70.5 or1-kdr-znamenskogo31-1-p1 Знаменского, д. 31/к.1
10.229.70.6 or1-kdr-znamenskogo31-1-p2 Знаменского, д. 31/к.1
10.228.107.25 or2-kdr-kunikova35-p3 Цезаря Куникова, д. 35
10.229.70.7 or1-kdr-znamenskogo31-1-p3 Знаменского, д. 31/к.1
10.229.70.8 or1-kdr-znamenskogo31-1-p4 Знаменского, д. 31/к.1
10.228.107.35 or1-kdr-kunikova24-2-p2 Цезаря Куникова, д. 24/к.2
10.228.107.33 or2-kdr-kunikova24-2-p1 Цезаря Куникова, д. 24/к.2
10.228.107.60 or2-kdr-kunikova24-2-p3 Цезаря Куникова, д. 24/к.2
10.229.113.120 or1-kdr-razved8-4-p1 Героев-Разведчиков, д. 8/к.4
10.229.113.122 or1-kdr-razved8-4-p2 Героев-Разведчиков, д. 8/к.4
10.228.107.32 or1-kdr-kunikova24-2-p1 Цезаря Куникова, д. 24/к.2
10.229.113.147 or2-kdr-razved8-4-p3 Героев-Разведчиков, д. 8/к.4
10.229.113.127 or2-kdr-razved8-4-p2 Героев-Разведчиков, д. 8/к.4
10.229.113.121 or2-kdr-razved8-4-p1 Героев-Разведчиков, д. 8/к.4
10.228.107.36 or2-kdr-kunikova24-2-p2 Цезаря Куникова, д. 24/к.2
10.228.107.37 or1-kdr-kunikova24-2-p3 Цезаря Куникова, д. 24/к.2
10.229.113.146 or1-kdr-razved8-4-p3 Героев-Разведчиков, д. 8/к.4
